dataset_ID;gene_symbol;HGNC_updated;system;stress_type;technique;consensus;comb_technique;consensus_comb_technique (+1 reward);consensus_class
U251_ars_G3BP1_bp_wt;CPED1;WAHR;U251;arsenite;bp;2;bp_fanci;3;low
HeLa_UV_G3BP1_fanci_wt;CPED1;WAHR;HeLa;UV-light;fanci;2;bp_fanci;3;low
U2OS_ars_G3BP1_bp_wt;CPLANE1;WAHR;U-2 OS;arsenite;bp;6;bp;6;medium
U2OS_ars_PABPC1_bp_wt;CPLANE1;WAHR;U-2 OS;arsenite;bp;6;bp;6;medium
U2OS_sorb_PABPC1_bp_G3BPko;CPLANE1;WAHR;U-2 OS;sorbitol;bp;6;bp;6;medium
U2OS_sorb_G3BP1_bp_wt;CPLANE1;WAHR;U-2 OS;sorbitol;bp;6;bp;6;medium
Tcell_stim_G3BP1_bp_wt;CPLANE1;WAHR;T cell;stimulation;bp;6;bp;6;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;CPLANE1;WAHR;SK-N-BE;arsenite;bp;6;bp;6;medium
HeLa_heat_G3BP1_fanci_wt;CPLANE2;WAHR;HeLa;heatshock;fanci;1;fanci;1;low
HEK293T_heat_elF4A1_pl_wt;CPLX1;WAHR;HEK293T;heatshock;pl;2;pl_fanci;3;low
HeLa_osm_G3BP1_fanci_wt;CPLX1;WAHR;HeLa;osmosis;fanci;2;pl_fanci;3;low
SKNBE_ars_G3BP1_bp_FUS;CPLX2;WAHR;SK-N-BE;arsenite;bp;1;bp;1;low
HeLa_ars_G3BP1_fanci_wt;CPM;WAHR;HeLa;arsenite;fanci;3;fanci;3;low
HeLa_heat_G3BP1_fanci_wt;CPM;WAHR;HeLa;heatshock;fanci;3;fanci;3;low
HeLa_osm_G3BP1_fanci_wt;CPM;WAHR;HeLa;osmosis;fanci;3;fanci;3;low
U251_ars_TIAL1_bp_wt;CPN1;WAHR;U251;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;CPNE1;WAHR;T cell;stimulation;bp;1;bp;1;low
U2OS_ars_G3BP1_pl_wt;CPNE3;WAHR;U-2 OS;arsenite;pl;6;bp_pl_fanci;7;medium
Tcell_stim_G3BP1_bp_wt;CPNE3;WAHR;T cell;stimulation;bp;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;CPNE3;WAHR;HeLa;arsenite;fanci;6;bp_pl_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;CPNE3;WAHR;HeLa;heatshock;fanci;6;bp_pl_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;CPNE3;WAHR;HeLa;osmosis;fanci;6;bp_pl_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;CPNE3;WAHR;HeLa;UV-light;fanci;6;bp_pl_fanci;7;medium
SMMC_ars_G3BP1_bp_wt;CPNE7;WAHR;SMMC-7721;arsenite;bp;1;bp;1;low
PC3_ars_G3BP1_pl_wt;CPNE8;WAHR;PC3;arsenite;bp;2;bp_fanci;3;low
HeLa_UV_G3BP1_fanci_wt;CPNE8;WAHR;HeLa;UV-light;fanci;2;bp_fanci;3;low
HEK293T_ars_G3BP1_pl_wt;CPOX;WAHR;HEK293T;arsenite;pl;11;bp_pl_fanci;12;high
U2OS_ars_G3BP1_pl_wt;CPOX;WAHR;U-2 OS;arsenite;pl;11;bp_pl_fanci;12;high
Tcell_stim_G3BP1_bp_wt;CPOX;WAHR;T cell;stimulation;bp;11;bp_pl_fanci;12;high
U2OS_ars__EDC3_bp;CPOX;WAHR;U-2 OS;arsenite;bp;11;bp_pl_fanci;12;high
U2OS_ars_G3BP1_bp_wt;CPOX;WAHR;U-2 OS;arsenite;bp;11;bp_pl_fanci;12;high
HeLa_ars_G3BP1_bp_wt;CPOX;WAHR;HeLa;arsenite;bp;11;bp_pl_fanci;12;high
HeLa_ars_G3BP1_fanci_wt;CPOX;WAHR;HeLa;arsenite;fanci;11;bp_pl_fanci;12;high
HeLa_heat_G3BP1_fanci_wt;CPOX;WAHR;HeLa;heatshock;fanci;11;bp_pl_fanci;12;high
HeLa_osm_G3BP1_fanci_wt;CPOX;WAHR;HeLa;osmosis;fanci;11;bp_pl_fanci;12;high
HeLa_UV_G3BP1_fanci_wt;CPOX;WAHR;HeLa;UV-light;fanci;11;bp_pl_fanci;12;high
SKNBE_ars_G3BP1_bp_FUS;CPOX;WAHR;SK-N-BE;arsenite;bp;11;bp_pl_fanci;12;high
HeLa_ars_G3BP1_pic_wt;CPPED1;WAHR;HeLa;arsenite;pic;1;pic;1;low
HEK293T_hip_elF4A1_pl_wt;CPQ;WAHR;HEK293T;hippuristanol;pl;2;pl_fanci;3;low
HeLa_UV_G3BP1_fanci_wt;CPQ;WAHR;HeLa;UV-light;fanci;2;pl_fanci;3;low
U2OS_ars__EDC3_bp;CPS1;WAHR;U-2 OS;arsenite;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;CPS1;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;CPS1;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;CPS1;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;CPS1;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
Tcell_stim_G3BP1_bp_wt;CPSF1;WAHR;T cell;stimulation;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;CPSF1;WAHR;SMMC-7721;arsenite;bp;2;bp;2;low
U2OS_ars__EDC3_bp;CPSF1P1;WAHR;U-2 OS;arsenite;bp;1;bp;1;low
HEK293T_sorb_G3BP1_pl_wt;CPSF2;WAHR;HEK293T;sorbitol;pl;9;bp_pl_fanci;10;high
U2OS_ars_G3BP1_pl_wt;CPSF2;WAHR;U-2 OS;arsenite;pl;9;bp_pl_fanci;10;high
Tcell_stim_G3BP1_bp_wt;CPSF2;WAHR;T cell;stimulation;bp;9;bp_pl_fanci;10;high
U2OS_ars_G3BP1_bp_wt;CPSF2;WAHR;U-2 OS;arsenite;bp;9;bp_pl_fanci;10;high
HeLa_ars_G3BP1_fanci_wt;CPSF2;WAHR;HeLa;arsenite;fanci;9;bp_pl_fanci;10;high
HeLa_heat_G3BP1_fanci_wt;CPSF2;WAHR;HeLa;heatshock;fanci;9;bp_pl_fanci;10;high
HeLa_osm_G3BP1_fanci_wt;CPSF2;WAHR;HeLa;osmosis;fanci;9;bp_pl_fanci;10;high
HeLa_UV_G3BP1_fanci_wt;CPSF2;WAHR;HeLa;UV-light;fanci;9;bp_pl_fanci;10;high
SKNBE_ars_G3BP1_bp_FUS-P525L;CPSF2;WAHR;SK-N-BE;arsenite;bp;9;bp_pl_fanci;10;high
HEK293T_sorb_G3BP1_pl_wt;CPSF3;WAHR;HEK293T;sorbitol;pl;3;bp_pl_fanci;4;medium
PC3_ars_G3BP1_pl_wt;CPSF3;WAHR;PC3;arsenite;bp;3;bp_pl_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;CPSF3;WAHR;HeLa;arsenite;fanci;3;bp_pl_fanci;4;medium
HEK293T_sorb_G3BP1_pl_wt;CPSF6;WAHR;HEK293T;sorbitol;pl;6;bp_pl_fanci;7;medium
Tcell_stim_G3BP1_bp_wt;CPSF6;WAHR;T cell;stimulation;bp;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;CPSF6;WAHR;HeLa;arsenite;fanci;6;bp_pl_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;CPSF6;WAHR;HeLa;heatshock;fanci;6;bp_pl_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;CPSF6;WAHR;HeLa;osmosis;fanci;6;bp_pl_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;CPSF6;WAHR;HeLa;UV-light;fanci;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;CPSF7;WAHR;HeLa;arsenite;fanci;3;fanci;3;low
HeLa_heat_G3BP1_fanci_wt;CPSF7;WAHR;HeLa;heatshock;fanci;3;fanci;3;low
HeLa_osm_G3BP1_fanci_wt;CPSF7;WAHR;HeLa;osmosis;fanci;3;fanci;3;low
U2OS_ars__EDC3_bp;CPT1B;WAHR;U-2 OS;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;CPT2;WAHR;T cell;stimulation;bp;5;bp_pic_fanci;6;medium
HeLa_ars_G3BP1_pic_wt;CPT2;WAHR;HeLa;arsenite;pic;5;bp_pic_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;CPT2;WAHR;HeLa;arsenite;fanci;5;bp_pic_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;CPT2;WAHR;HeLa;heatshock;fanci;5;bp_pic_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;CPT2;WAHR;HeLa;osmosis;fanci;5;bp_pic_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;CPTP;WAHR;HeLa;osmosis;fanci;1;fanci;1;low
U2OS_ars__EDC3_bp;CPZ;WAHR;U-2 OS;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;CR381653.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
HEK293T_heat_elF4A1_pl_wt;CRABP2;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;CRABP2;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HeLa_ars_G3BP1_bp_wt;CRACD;WAHR;HeLa;arsenite;bp;5;bp_pl_fanci;6;medium
HEK293T_heat_elF4A1_pl_wt;CRACD;WAHR;HEK293T;heatshock;pl;5;bp_pl_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;CRACD;WAHR;HeLa;UV-light;fanci;5;bp_pl_fanci;6;medium
SKNBE_ars_G3BP1_bp_FUS;CRACD;WAHR;SK-N-BE;arsenite;bp;5;bp_pl_fanci;6;medium
SMMC_ars_G3BP1_bp_wt;CRACD;WAHR;SMMC-7721;arsenite;bp;5;bp_pl_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;CRACDL;WAHR;HeLa;heatshock;fanci;1;fanci;1;low
Tcell_stim_G3BP1_bp_wt;CRACR2A;WAHR;T cell;stimulation;bp;6;bp;6;medium
U2OS_ars__EDC3_bp;CRACR2A;WAHR;U-2 OS;arsenite;bp;6;bp;6;medium
U2OS_ars_G3BP1_bp_wt;CRACR2A;WAHR;U-2 OS;arsenite;bp;6;bp;6;medium
U2OS_ars_PABPC1_bp_wt;CRACR2A;WAHR;U-2 OS;arsenite;bp;6;bp;6;medium
U2OS_sorb_PABPC1_bp_wt;CRACR2A;WAHR;U-2 OS;sorbitol;bp;6;bp;6;medium
U2OS_sorb_G3BP1_bp_wt;CRACR2A;WAHR;U-2 OS;sorbitol;bp;6;bp;6;medium
HeLa_UV_G3BP1_fanci_wt;CRADD;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
Tcell_stim_G3BP1_bp_wt;CRAMP1;WAHR;T cell;stimulation;bp;10;bp;10;high
U2OS_virus_G3BP1_bp_wt;CRAMP1;WAHR;U-2 OS;virus;bp;10;bp;10;high
HeLa_ars_G3BP1_bp_wt;CRAMP1;WAHR;HeLa;arsenite;bp;10;bp;10;high
SKNBE_ars_G3BP1_bp_FUS;CRAMP1;WAHR;SK-N-BE;arsenite;bp;10;bp;10;high
SKNBE_ars_G3BP1_bp_FUS-P525L;CRAMP1;WAHR;SK-N-BE;arsenite;bp;10;bp;10;high
SMMC_ars_G3BP1_bp_wt;CRAMP1;WAHR;SMMC-7721;arsenite;bp;10;bp;10;high
U2OS_ars_G3BP1_bp_wt;CRAMP1;WAHR;U-2 OS;arsenite;bp;10;bp;10;high
U2OS_ars_PABPC1_bp_wt;CRAMP1;WAHR;U-2 OS;arsenite;bp;10;bp;10;high
U2OS_sorb_PABPC1_bp_wt;CRAMP1;WAHR;U-2 OS;sorbitol;bp;10;bp;10;high
U2OS_sorb_G3BP1_bp_wt;CRAMP1;WAHR;U-2 OS;sorbitol;bp;10;bp;10;high
HEK293T_heat_elF4A1_pl_wt;CRAT;WAHR;HEK293T;heatshock;pl;2;pl_fanci;3;low
HeLa_osm_G3BP1_fanci_wt;CRAT;WAHR;HeLa;osmosis;fanci;2;pl_fanci;3;low
HeLa_UV_G3BP1_fanci_wt;CRB1;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
SKNBE_ars_G3BP1_bp_FUS;CRB2;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;CRB2;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
HeLa_osm_G3BP1_fanci_wt;CRCP;WAHR;HeLa;osmosis;fanci;1;fanci;1;low
Tcell_stim_G3BP1_bp_wt;CREB1;WAHR;T cell;stimulation;bp;6;bp_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;CREB1;WAHR;HeLa;arsenite;fanci;6;bp_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;CREB1;WAHR;HeLa;heatshock;fanci;6;bp_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;CREB1;WAHR;HeLa;osmosis;fanci;6;bp_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;CREB1;WAHR;HeLa;UV-light;fanci;6;bp_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;CREB1;WAHR;SK-N-BE;arsenite;bp;6;bp_fanci;7;medium
U251_ars_G3BP1_bp_wt;CREB3;WAHR;U251;arsenite;bp;1;bp;1;low
U2OS_sorb_PABPC1_bp_wt;CREB3L2;WAHR;U-2 OS;sorbitol;bp;7;bp_fanci;8;medium
U2OS_sorb_PABPC1_bp_G3BPko;CREB3L2;WAHR;U-2 OS;sorbitol;bp;7;bp_fanci;8;medium
U2OS_sorb_G3BP1_bp_wt;CREB3L2;WAHR;U-2 OS;sorbitol;bp;7;bp_fanci;8;medium
HeLa_ars_G3BP1_bp_wt;CREB3L2;WAHR;HeLa;arsenite;bp;7;bp_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;CREB3L2;WAHR;HeLa;arsenite;fanci;7;bp_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;CREB3L2;WAHR;HeLa;heatshock;fanci;7;bp_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;CREB3L2;WAHR;HeLa;osmosis;fanci;7;bp_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;CREBBP;WAHR;T cell;stimulation;bp;15;bp_pl_fanci;16;high
U2OS_ars_G3BP1_bp_wt;CREBBP;WAHR;U-2 OS;arsenite;bp;15;bp_pl_fanci;16;high
U2OS_ars_PABPC1_bp_wt;CREBBP;WAHR;U-2 OS;arsenite;bp;15;bp_pl_fanci;16;high
U2OS_sorb_PABPC1_bp_wt;CREBBP;WAHR;U-2 OS;sorbitol;bp;15;bp_pl_fanci;16;high
U2OS_sorb_PABPC1_bp_G3BPko;CREBBP;WAHR;U-2 OS;sorbitol;bp;15;bp_pl_fanci;16;high
U2OS_sorb_G3BP1_bp_wt;CREBBP;WAHR;U-2 OS;sorbitol;bp;15;bp_pl_fanci;16;high
U2OS_virus_G3BP1_bp_wt;CREBBP;WAHR;U-2 OS;virus;bp;15;bp_pl_fanci;16;high
HeLa_ars_G3BP1_bp_wt;CREBBP;WAHR;HeLa;arsenite;bp;15;bp_pl_fanci;16;high
HEK293T_heat_elF4A1_pl_wt;CREBBP;WAHR;HEK293T;heatshock;pl;15;bp_pl_fanci;16;high
HEK293T_hip_elF4A1_pl_wt;CREBBP;WAHR;HEK293T;hippuristanol;pl;15;bp_pl_fanci;16;high
HeLa_ars_G3BP1_fanci_wt;CREBBP;WAHR;HeLa;arsenite;fanci;15;bp_pl_fanci;16;high
HeLa_heat_G3BP1_fanci_wt;CREBBP;WAHR;HeLa;heatshock;fanci;15;bp_pl_fanci;16;high
HeLa_osm_G3BP1_fanci_wt;CREBBP;WAHR;HeLa;osmosis;fanci;15;bp_pl_fanci;16;high
SKNBE_ars_G3BP1_bp_FUS;CREBBP;WAHR;SK-N-BE;arsenite;bp;15;bp_pl_fanci;16;high
SMMC_ars_G3BP1_bp_wt;CREBBP;WAHR;SMMC-7721;arsenite;bp;15;bp_pl_fanci;16;high
HeLa_ars_G3BP1_fanci_wt;CREBL2;WAHR;HeLa;arsenite;fanci;4;fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;CREBL2;WAHR;HeLa;heatshock;fanci;4;fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;CREBL2;WAHR;HeLa;osmosis;fanci;4;fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;CREBL2;WAHR;HeLa;UV-light;fanci;4;fanci;4;medium
Tcell_stim_G3BP1_bp_wt;CREBRF;WAHR;T cell;stimulation;bp;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;CREBRF;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
SKNBE_ars_G3BP1_bp_FUS;CREBRF;WAHR;SK-N-BE;arsenite;bp;5;bp_fanci;6;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;CREBRF;WAHR;SK-N-BE;arsenite;bp;5;bp_fanci;6;medium
